date,AQI
2002-11-30,160.88135964912283
2002-12-31,174.87934027777783
2003-01-31,163.87551020408154
2003-02-28,120.67440476190474
2003-03-31,162.77994227994228
2003-04-30,178.5058962264152
2003-05-31,262.1709533607682
2003-06-30,150.45759259259268
2003-07-31,119.99341238471673
2003-08-31,123.93680884676148
2003-09-30,113.29690117252929
2003-10-31,247.75612745098042
2003-11-30,235.59697420634916
2003-12-31,230.43333333333337
2004-01-31,164.6614955300128
2004-02-29,167.00376323857301
2004-03-31,176.3044730295887
2004-04-30,181.95504047239922
2004-05-31,175.43124850657102
2004-06-30,150.1352612310745
2004-07-31,144.23905184411967
2004-08-31,137.68077545431893
2004-09-30,138.66364653243846
2004-10-31,162.89297190201728
2004-11-30,177.1351442041044
2004-12-31,191.28443534002238
2005-01-31,207.54604938271598
2005-02-28,198.64138783269976
2005-03-31,196.04064912280717
2005-04-30,211.06694823867716
2005-05-31,207.107759914255
2005-06-30,190.1184851359898
2005-07-31,169.14094454072801
2005-08-31,164.89579571106097
2005-09-30,158.74442070275398
2005-10-31,189.27123477297872
2005-11-30,209.6956064690027
2005-12-31,219.80345833333328
2006-01-31,219.6877978953888
2006-02-28,216.74978132951628
2006-03-31,198.34202988792052
2006-04-30,207.88865102236875
2006-05-31,196.62001714530632
2006-06-30,179.9738109161795
2006-07-31,162.1898267094873
2006-08-31,158.04574941622874
2006-09-30,160.1843145215862
2006-10-31,188.6966061434333
2006-11-30,189.83698705501607
2006-12-31,207.06705968558475
2007-01-31,211.17940848214297
2007-02-28,185.64494978388015
2007-03-31,191.2292033898306
2007-04-30,196.28646933819056
2007-05-31,193.27314369658103
2007-06-30,158.90565789473686
2007-07-31,151.7376026995306
2007-08-31,152.07940170940188
2007-09-30,157.08164113525712
2007-10-31,185.61608254176235
2007-11-30,204.38129979783548
2007-12-31,215.9708627648838
2008-01-31,214.37817373957165
2008-02-29,221.03663239074538
2008-03-31,212.4535849056604
2008-04-30,204.75840443686008
2008-05-31,209.183179120112
2008-06-30,172.39896980824128
2008-07-31,166.63716523194623
2008-08-31,162.67147155361053
2008-09-30,162.27130881938552
2008-10-31,204.10682795698924
2008-11-30,211.56127542162696
2008-12-31,222.8741285824942
2009-01-31,221.368165516308
2009-02-28,234.2324597606277
2009-03-31,226.8827859569647
2009-04-30,211.99652858060352
2009-05-31,204.96765091863543
2009-06-30,202.79204265791623
2009-07-31,162.47314524555898
2009-08-31,158.15089798850556
2009-09-30,184.7738245172123
2009-10-31,202.87614595898663
2009-11-30,204.1389423076925
2009-12-31,225.58880494505473
2010-01-31,188.31864358459035
2010-02-28,175.87221067365897
2010-03-31,182.2533766055239
2010-04-30,177.58978412860756
2010-05-31,186.76022355789473
2010-06-30,155.85917149064807
2010-07-31,129.14380442506632
2010-08-31,131.1493238432595
2010-09-30,137.3758548022373
2010-10-31,153.834207328352
2010-11-30,164.5897299425673
2010-12-31,185.1695533879593
2011-01-31,117.93255542856515
2011-02-28,114.07014233489153
2011-03-31,113.3893701972873
2011-04-30,110.30749823745194
2011-05-31,113.43034663441874
2011-06-30,99.19175615025821
2011-07-31,96.79496429661988
2011-08-31,92.69346930783495
2011-09-30,97.9613839708926
2011-10-31,110.8018110582885
2011-11-30,114.28924106052635
2011-12-31,116.92878250591833
2012-01-31,99.74793033038561
2012-02-29,101.85649424304597
2012-03-31,105.36062648486732
2012-04-30,98.51559879269729
2012-05-31,100.44822042586775
2012-06-30,95.73528719942652
2012-07-31,89.73408481365372
2012-08-31,87.2520718466768
2012-09-30,90.89406929267997
2012-10-31,98.77943020304568
2012-11-30,106.18845183356017
2012-12-31,107.15930499382085
2013-01-31,106.81334337257424
2013-02-28,103.10050294003781
2013-03-31,100.97813788503778
2013-04-30,101.50447592936756
2013-05-31,101.38299687389897
2013-06-30,91.32188362545074
2013-07-31,87.58574349525934
2013-08-31,87.05814590217093
2013-09-30,90.96870544511404
2013-10-31,93.57138244983922
2013-11-30,101.65474205841747
2013-12-31,101.93211260259469
2014-01-31,102.80609633807336
2014-02-28,98.58942522922602
2014-03-31,100.27891596913099
2014-04-30,98.00561596874992
2014-05-31,97.3211981681591
2014-06-30,94.92865351104074
2014-07-31,87.78107948743411
2014-08-31,87.8316703205282
2014-09-30,90.2979210575061
2014-10-31,96.43585217877497
2014-11-30,100.54979224059157
2014-12-31,101.79813642139577
2015-01-31,101.31308210369049
2015-02-28,102.52365426044429
2015-03-31,99.0226652737769
2015-04-30,98.60532877064182
2015-05-31,98.02283058042615
2015-06-30,88.87146874498569
2015-07-31,82.46970601068351
2015-08-31,80.82512381833024
2015-09-30,87.6580276431755
2015-10-31,96.381649238651
2015-11-30,102.94270760920547
2015-12-31,106.15723288115446
